City_ID,City,Country,Current Description,Max Temp,Lat,Lng,Hotel Name
509,Bowral,AU,overcast clouds,63.0,-34.47,150.42,Peppers Craigieburn Bowral
510,Jumla,NP,clear sky,60.87,29.27,82.18,Hotel Sundar Rara Karnali
513,Cabildo,AR,clear sky,55.0,-38.48,-61.9,
517,Soanierana Ivongo,MG,overcast clouds,66.52,-16.92,49.58,AZ
518,Merauke,ID,scattered clouds,86.05,-8.47,140.33,
519,Hobyo,SO,light rain,79.83,5.35,48.53,Osmani Hotel
520,Hays,US,clear sky,60.01,30.05,-98.03,Sinya on Lone Man Creek
521,Xam Nua,LA,broken clouds,74.68,20.42,104.04,Phoudy Guesthouse
522,Oyama,JP,broken clouds,69.01,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
523,Prince Rupert,CA,moderate rain,50.0,54.32,-130.32,Crest Hotel
524,Wana,PK,clear sky,57.31,32.3,69.57,Rest House at Wana Camp
525,Okitipupa,NG,overcast clouds,73.96,6.5,4.78,Coastal Hotel & Suites
528,Touros,BR,few clouds,75.2,-5.2,-35.46,INN NEW HORIZON
529,Roald,NO,light rain,57.2,62.58,6.13,Flem Cabins
531,Cayenne,GF,broken clouds,77.0,4.93,-52.33,Hôtel Le Dronmi
533,Scunthorpe,GB,overcast clouds,50.0,53.58,-0.65,Premier Inn Scunthorpe hotel
534,Agía Galíni,GR,broken clouds,64.0,35.1,24.68,Sunningdale Bungalows
535,Srīmushnam,IN,scattered clouds,81.32,11.4,79.42,Ganesh TNEB
537,Tigzirt,DZ,scattered clouds,62.83,36.89,4.12,Bloc D tazoumbirt (amar)
538,Yomou,GN,few clouds,69.62,7.56,-9.27,
539,Anito,PH,overcast clouds,82.29,12.45,125.29,The Yellow House
540,Susanville,US,clear sky,50.0,40.42,-120.65,Red Lion Inn & Suites Susanville
542,Salinas,US,clear sky,62.6,36.68,-121.66,Good Nite Inn Salinas Monterey
543,Jambi City,ID,moderate rain,83.98,-1.6,103.62,ASTON Jambi Hotel & Conference Center
544,Umm Kaddadah,SD,broken clouds,80.06,13.6,26.69,
545,Ahipara,NZ,clear sky,70.12,-35.17,173.17,Ahipara Holiday Park
547,Hengshui,CN,scattered clouds,62.85,37.73,115.7,Eaka Hotel Hengshui Railway Station Branch
549,Alice Springs,AU,clear sky,86.0,-23.7,133.88,Desert Palms Alice Springs
551,‘Ewa Beach,US,overcast clouds,84.2,21.32,-158.01,Hampton Inn & Suites Oahu/Kapolei
554,Vao,NC,clear sky,74.34,-22.67,167.48,Hotel Kou-Bugny
555,Canals,ES,clear sky,57.99,38.96,-0.58,Hostal Casa La Vuelta
556,Santa Isabel Rio Negro,BR,overcast clouds,73.29,-0.41,-65.02,Hotel GSA
560,Taoudenni,ML,scattered clouds,72.82,22.68,-3.98,
561,Digri,PK,clear sky,79.68,25.16,69.11,Awami autos Digri
564,Tongchuanshi,CN,broken clouds,54.99,35.08,109.09,Tongchuan Hotel
565,Faya,SA,clear sky,59.0,18.39,42.45,مقبرة ال مجمل
567,Petrolina,BR,broken clouds,79.23,-9.4,-40.5,JB Hotel
568,Rumuruti,KE,clear sky,55.38,0.27,36.54,Njiri Buchery
569,Salta,AR,clear sky,66.2,-24.79,-65.41,Hotel Alejandro I
570,Bosaso,SO,clear sky,76.33,11.28,49.18,Red Sea Hotel
572,San Vicente,AR,few clouds,58.86,-26.62,-54.13,Complejo Turístico Farelluk
573,Atambua,ID,clear sky,87.8,-9.11,124.89,Pondok Pesantren Al Muhajirin Atambua
574,Mosquera,CO,light rain,54.77,4.71,-74.23,Hotel SJ
576,Balkanabat,TM,clear sky,63.18,39.51,54.37,Nebitchi Hotel
578,Pasni,PK,clear sky,73.24,25.26,63.47,3G hotel pasni
579,Trat,TH,scattered clouds,90.0,12.5,102.5,สวนหนิง-อัศ
580,Arrondissement de Lure,FR,overcast clouds,51.8,47.75,6.5,Gîte de Pêche
581,Shekhupura,PK,mist,53.6,31.71,73.98,Best Holidays Inn Hotel Skeikhupura
582,Manta,EC,broken clouds,73.4,-0.95,-80.73,Balandra Hotel
583,Dunedin,NZ,overcast clouds,59.0,-45.87,170.5,Scenic Hotel Southern Cross
584,Svetlaya,RU,overcast clouds,52.21,46.54,138.33,
586,Tezu,IN,overcast clouds,72.93,27.92,96.17,Circuit House
587,Maracaibo,VE,overcast clouds,78.87,10.63,-71.64,Motel Aladdin
588,Matamba,TZ,clear sky,53.1,-8.98,33.97,Lena blumen lodge
590,Perth,AU,moderate rain,62.01,-31.93,115.83,Parmelia Hilton Perth
591,Acajutla,SV,broken clouds,79.88,13.59,-89.83,Stop.
595,Chivilcoy,AR,clear sky,53.01,-34.9,-60.02,Chivilrent
596,Houma,US,clear sky,59.0,29.6,-90.72,Courtyard by Marriott Houma
597,Aguada de Pasajeros,CU,clear sky,77.0,22.39,-80.85,Soles de Marti
598,Malakal,SS,clear sky,74.32,9.53,31.66,Nile Palace Hotel
599,Santiago de Cao,PE,scattered clouds,61.39,-7.96,-79.24,Villa Konecta - Alojamiento Familiar
601,Andilamena,MG,overcast clouds,54.1,-17.02,48.58,Magic Hotel Restaurant
602,Tshikapa,CD,scattered clouds,68.47,-6.42,20.8,Hôtel Tshia-Muntu de Tshikapa
603,Te Anau,NZ,overcast clouds,54.45,-45.42,167.72,Kingsgate Hotel Te Anau
604,Pochutla,MX,few clouds,77.0,15.74,-96.47,Hotel Posada San Jose
606,Pervomayskoye,RU,overcast clouds,59.47,43.92,46.71,
609,Najrān,SA,clear sky,59.0,17.49,44.13,محمد هادي ال فطيح
610,Erzin,TR,broken clouds,64.0,36.96,36.2,Artemis Otel
613,Shaoguan,CN,scattered clouds,76.73,24.8,113.58,Kim Deok-Hotel
614,San Policarpo,PH,overcast clouds,83.16,12.18,125.51,Zal-Ann Beach Resort
615,Rangāpāra,IN,overcast clouds,75.04,26.82,92.65,Bidhan
616,Arrondissement de Saint-Denis,FR,light rain,57.2,48.92,2.33,Appart'City Paris Clichy Mairie - Appart Hôtel
617,Trairi,BR,overcast clouds,79.05,-3.28,-39.27,Pousada Field Lilies - Trairi
618,Tura,IN,overcast clouds,75.9,25.52,90.22,Hotel RIKMAN Continental
619,Mwene-Ditu,CD,broken clouds,63.25,-7.0,23.45,Hôtel Kamas
620,Tiarei,PF,scattered clouds,82.4,-17.53,-149.33,Le Rocher de Tahiti
621,Zhuhai,CN,scattered clouds,80.01,22.28,113.57,珠海粤财假日酒店
622,Puerto López,CO,moderate rain,74.35,4.08,-72.96,Resguardo Indigena Maguare
624,Xichang,CN,overcast clouds,65.91,27.9,102.26,Xichang ibis Hotel
625,Riyadh,SA,clear sky,60.8,24.69,46.72,InterContinental Riyadh
626,Sagaing,MM,broken clouds,77.0,21.88,95.98,Makara Cruise
629,Indianola,US,few clouds,55.4,41.36,-93.56,Quality Inn Indianola
630,Concepción del Oro,MX,clear sky,58.26,24.63,-101.42,HOTEL HACIENDA SAN JAVIER
632,Creston,US,clear sky,51.8,41.06,-94.36,Supertel Inn & Conference Center
633,Kathu,TH,few clouds,88.0,7.92,98.33,Novotel Phuket Resort
634,Tirumullaivāsal,IN,broken clouds,81.34,11.23,79.83,"MATHAMPATTINAM, MODUNUTTI GROUP"
635,Zabid,YE,clear sky,79.86,14.2,43.32,دار الضيافة
636,Gigmoto,PH,moderate rain,80.29,13.78,124.39,Cj's Travellers Inn
640,Chenghai,CN,clear sky,77.0,23.46,116.77,Guangdong Hotel
641,Gorontalo,ID,overcast clouds,88.99,0.54,123.06,Maqna Hotel by Prasanthi
642,Oussouye,SN,clear sky,79.27,12.48,-16.55,Auberge du Routard
644,Doha,QA,clear sky,78.8,25.29,51.53,Doha Marriott Hotel
647,Butembo,CD,overcast clouds,57.04,0.15,29.28,Hotel Butembo
648,Soe,ID,scattered clouds,89.24,-9.86,124.28,Dena Hotel
649,Luau,AO,broken clouds,64.06,-10.71,22.22,Kimbo Hotel
650,Basco,PH,broken clouds,79.56,20.45,121.97,Nathaniel's Lodge
651,Dhārchula,IN,broken clouds,70.32,29.85,80.53,Mahara Hotel
652,Virginia Beach,US,scattered clouds,53.01,36.85,-75.98,Hilton Virginia Beach Oceanfront
653,Acuexcomac,MX,clear sky,57.78,19.03,-98.38,Camino Real
654,Buraidah,SA,clear sky,59.0,26.33,43.98,Mövenpick Hotel Qassim
655,Susa,IR,clear sky,59.85,32.19,48.24,Mosque Zaman (AS) Cultural promised -Kanvn
657,Pisco,PE,clear sky,62.6,-13.7,-76.22,Hostal San Isidro Oficial
659,Toamasina,MG,broken clouds,66.2,-18.17,49.38,Hotel H1
660,Nynäshamn,SE,overcast clouds,51.01,58.9,17.95,Nynäs Havsbad
661,Dakar,SN,fog,73.4,14.69,-17.44,Novotel Dakar
662,Harindānga,IN,mist,78.8,22.04,88.32,QARI ARIF BILLAH HOUSE. & THE INTERNATIONAL TAHFIZUL. QURAN MADRASAH MISSAIN
663,Mascota,MX,overcast clouds,84.2,20.52,-104.78,Meson De Santa Elena Hotel
664,Dingle,PH,light rain,83.01,11.0,122.67,Camp Pasica
666,Poronaysk,RU,broken clouds,50.13,49.22,143.12,Avtovokzal Khostel Stolovaya
668,Yicheng,CN,overcast clouds,66.99,31.37,119.87,GreenTree Alliance Wuxi Yixing Jinyizhong Road Chengbei RT-Market Hotel
669,Jacinto City,US,clear sky,64.99,29.77,-95.23,La Quinta Inn & Suites by Wyndham Houston East at Normandy
670,Hualmay,PE,broken clouds,61.02,-11.1,-77.61,Hotel Restaurant Turístico Casablanca
671,Mataram,ID,broken clouds,86.0,-8.58,116.12,Hotel Santika Mataram
674,Mana,GF,broken clouds,79.86,5.66,-53.78,LE SAMANA
675,Alugan,PH,light rain,85.98,12.22,125.48,BEMBEM RAIN FEED RESORT
676,Santiago del Estero,AR,clear sky,66.24,-27.8,-64.26,Hotel Urbano
677,Guánica,PR,overcast clouds,77.0,17.97,-66.91,Copamarina Beach Resort & Spa
680,Liwonde,MW,few clouds,68.72,-15.05,35.2,Sun Village Hotel
681,Matara,LK,overcast clouds,83.1,5.95,80.54,Amaloh Boutique Resort
682,Hokitika,NZ,overcast clouds,56.98,-42.72,170.97,Beachfront Hotel Hokitika
683,Lixouri,GR,clear sky,64.2,38.2,20.43,Summery Hotel
684,Paso de Patria,AR,clear sky,64.4,-27.25,-58.55,Casa de Edgar Garcia
685,Mabaruma,GY,overcast clouds,77.83,8.2,-59.78,
686,Pokhara,NP,scattered clouds,77.94,28.23,83.98,Hotel View Point
687,Kunduz,AF,clear sky,52.59,36.73,68.86,قريشي مارکيٹ
689,Tiznit Province,MA,clear sky,67.53,29.58,-9.5,
691,Ballina,AU,clear sky,82.4,-28.87,153.57,Ramada Hotel & Suites by Wyndham Ballina Byron
692,Bentiu,SS,broken clouds,74.82,9.23,29.83,Mandela hôtel
693,Kiryat Gat,IL,overcast clouds,72.0,31.61,34.76,OlusHome
694,Umarkot,PK,clear sky,79.34,25.36,69.74,Qureshi Loudge
695,Santa Maria do Suaçuí,BR,overcast clouds,67.5,-18.19,-42.41,Hotel do Vavá
697,Gamba,GA,moderate rain,76.44,-2.65,10.0,
698,Santa Cruz de la Sierra,BO,scattered clouds,77.0,-17.8,-63.17,Hotel Cortez
700,Tateyama,JP,broken clouds,66.99,34.98,139.87,Tateyama Seaside Hotel
701,Pindiga,NG,scattered clouds,73.56,9.98,10.93,Accommodation Center
706,Mopti,ML,broken clouds,80.11,14.67,-4.0,
707,Buchanan,LR,light rain,77.59,5.88,-10.05,Kamaneahn Hotel Inc
